,Year,Country,Type,Sex,Pdf
820,1945,AUSTRALIA,Unprovoked,M,1945.06.15-McHugh.pdf
821,1945,CUBA,Unprovoked,M,1945.00.00.c-Cuba.pdf
822,1945,HONG KONG,Unprovoked,M,1945.09.23-Jackson.pdf
823,1945,IRAN,Unprovoked,M,1945.09.06-Hamid.pdf
824,1945,IRAN / IRAQ,Unprovoked,M,1945.08.19-Karmi.pdf
825,1945,IRAQ,Unprovoked,M,1945.00.00.a-Shatt-al-Arab.pdf
826,1945,ISRAEL,Unprovoked,M,1945.02.05-Constable-TelAviv.pdf
827,1945,JAMAICA,Unprovoked,M,1945.00.00.d-Stewart.pdf
828,1945,JAPAN,Unprovoked,M,1945.09.16-sailor-USS-YMS-350.pdf
829,1945,OKINAWA,Unprovoked,M,1945.09.19-Bemis.pdf
830,1945,PANAMA,Unprovoked,F,1945.00.00.b-Asista.pdf
831,1945,SOUTH AFRICA,Unprovoked,M,1945.03.06-Drummond.pdf
832,1945,USA,Unprovoked,M,1945.05.08-Kuenzler.pdf
833,1946,AUSTRALIA,Unprovoked,M,1946.03.20-Leverenz.pdf
834,1946,AUSTRALIA,Unprovoked,F,1946.01.05-Tegel.pdf
835,1946,AUSTRALIA,Unprovoked,M,1946.12.28-Streng.pdf
836,1946,AUSTRALIA,Unprovoked,M,1946.11.20-EsronaJohnson.pdf
837,1946,AUSTRALIA,Unprovoked,M,1946.10.14-Blackmore.pdf
838,1946,AUSTRALIA,Unprovoked,M,1946.08.18-Collin.pdf
839,1946,AUSTRALIA,Unprovoked,M,1946.04.19-McAuliffe.pdf
840,1946,AUSTRALIA,Unprovoked,M,1946.02.10.b-Sunderland.pdf
841,1946,AUSTRALIA,Unprovoked,M,1946.01.17-Vaughan.pdf
842,1946,INDIA,Unprovoked,M,1946.06.28-Murugesan.pdf
843,1946,IRAN,Unprovoked,M,1946.07.18.b-Khodadad.pdf
844,1946,IRAN,Unprovoked,M,1946.07.18.a-Mehdi.pdf
845,1946,ISRAEL,Unprovoked,M,1946.08.24-KMAyesh.pdf
846,1946,PERSIAN GULF,Unprovoked,F,1946.00.00.a-Arabwoman.pdf
847,1946,SOUTH AFRICA,Unprovoked,M,1946.02.16-Tomson.pdf
848,1946,SOUTH AFRICA,Unprovoked,M,1946.02.10.a-Varma.pdf
849,1946,SOUTH AFRICA,Unprovoked,M,1946.01.24.b-Gibson.pdf
850,1946,SOUTH AFRICA,Unprovoked,M,1946.01.24.a-Manduray.pdf
851,1946,SOUTH AFRICA,Unprovoked,M,1946.01.07-Hoffman.pdf
852,1946,SOUTH AFRICA,Unprovoked,M,1946.01.01-Redfern.pdf
853,1946,TANZANIA,Unprovoked,M,1946.05.09-Svendson.pdf
854,1947,AUSTRALIA,Unprovoked,M,1947.12.21-Ireland.pdf
855,1947,AUSTRALIA,Unprovoked,M,1947.11.14.b-Curruthers.pdf
856,1947,AUSTRALIA,Unprovoked,M,1947.11.14.a-Martini.pdf
857,1947,AUSTRALIA,Unprovoked,M,1947.11.08.b-EdwinElford.pdf
858,1947,AUSTRALIA,Unprovoked,M,1947.11.08.a-RupertElford.pdf
859,1947,AUSTRALIA,Unprovoked,M,1947.10.28-Dan.pdf
860,1947,AUSTRALIA,Unprovoked,M,1947.07.24.R-Festing.pdf
861,1947,AUSTRALIA,Unprovoked,M,1947.04.06-Watt.pdf
862,1947,BAHAMAS,Provoked,M,1947.02.06.R-Whitman.pdf
863,1947,BRAZIL,Unprovoked,M,1947.10.10-Serafim.pdf
864,1947,GREECE,Unprovoked,M,1947.07.07-Doulis.pdf
865,1947,KENYA,Unprovoked,M,1947.05.13.R-Kenya.pdf
866,1947,PACIFIC OCEAN,Provoked,M,1947.04.00-Kaufmann.pdf
867,1947,SENEGAL,Unprovoked,M,1947.12.00-Dakar.pdf
868,1947,SOUTH AFRICA,Unprovoked,M,1947.07.15-Dalldorf.pdf
869,1947,SOUTH AFRICA,Unprovoked,M,1947.04.20-Neilson.pdf
870,1947,SOUTH AFRICA,Unprovoked,M,1947.04.11-Douglas.pdf
871,1947,SOUTH AFRICA,Unprovoked,M,1947.03.12-Kriel.pdf
872,1947,SOUTH AFRICA,Unprovoked,M,1947.03.09-Botha.pdf
873,1947,SOUTH AFRICA,Unprovoked,M,1947.01.05-Knoop.pdf
874,1947,USA,Provoked,M,1947.07.27.R-PhilipDorn.pdf
875,1947,USA,Unprovoked,M,1947.08.04-Rives.pdf
876,1947,USA,Unprovoked,M,1947.06.27-Limatoc.pdf
877,1948,AUSTRALIA,Unprovoked,M,1948.12.27-Strahan.pdf
878,1948,AUSTRALIA,Unprovoked,M,1948.12.26-Keys.pdf
879,1948,AUSTRALIA,Unprovoked,M,1948.12.10-Vegsund.pdf
880,1948,AUSTRALIA,Unprovoked,M,1948.11.18-MetuelaMau.pdf
881,1948,AUSTRALIA,Unprovoked,M,1948.02.12-Johnson.pdf
882,1948,AUSTRALIA,Unprovoked,M,1948.01.25-Button.pdf
883,1948,BAHAMAS,Provoked,M,1948.08.00-Blanc.pdf
884,1948,CUBA,Unprovoked,M,1948.12.14.a-Jeppeson.pdf
885,1948,GREECE,Unprovoked,M,1948.09.22-Parasakis.pdf
886,1948,IRAN,Provoked,M,1948.05.10-Ali.pdf
887,1948,IRAN,Unprovoked,F,1948.09.02-Roghai.pdf
888,1948,IRAN,Unprovoked,M,1948.12.14.b-AbdulImam.pdf
889,1948,IRAN,Unprovoked,M,1948.08.19-Hussain.pdf
890,1948,IRAN,Unprovoked,M,1948.08.03-Ismail.pdf
891,1948,KENYA,Unprovoked,M,1948.03.13-Draper.pdf
892,1948,MID ATLANTIC OCEAN,Unprovoked,M,1948.09.15-Leicester.pdf
893,1948,NEW GUINEA,Unprovoked,M,1948.00.00.c-Finschafen.pdf
894,1948,NORTH PACIFIC OCEAN,Unprovoked,M,1948.12.05-Aircraft.pdf
895,1948,NORTHERN MARIANA ISLANDS,Unprovoked,M,1948.06.06.R-Tasking.pdf
896,1948,PAPUA NEW GUINEA,Provoked,M,1948.03.00-Reiman.pdf
897,1948,PAPUA NEW GUINEA,Provoked,M,1948.00.00.b-TungIsland.pdf
898,1948,SOUTH AFRICA,Provoked,M,1948.04.10-Groenwald.pdf
899,1948,USA,Provoked,M,1948.00.00.d-Morgan.pdf
900,1948,USA,Unprovoked,M,1948.02.13-Womack.pdf
901,1948,USA,Unprovoked,M,1948.09.19.b-Kalama.pdf
902,1948,USA,Unprovoked,M,1948.09.19.a-Hawaii.pdf
903,1948,USA,Unprovoked,M,1948.07.01-Osborne.pdf
904,1949,AUSTRALIA,Unprovoked,M,1949.11.12-Smith.pdf
905,1949,AUSTRALIA,Unprovoked,M,1949.01.14-Wilson.pdf
906,1949,AUSTRALIA,Provoked,M,1949.05.13-Hampton.pdf
907,1949,AUSTRALIA,Provoked,M,1949.04.18-Lockie-Smith.pdf
908,1949,AUSTRALIA,Unprovoked,F,1949.05.16-Passaris.pdf
909,1949,AUSTRALIA,Unprovoked,M,1949.12.00.a-Miller.pdf
910,1949,AUSTRALIA,Unprovoked,M,1949.11.20-Brown.pdf
911,1949,AUSTRALIA,Unprovoked,M,1949.08.28.b-Ware.pdf
912,1949,AUSTRALIA,Unprovoked,M,1949.08.28.a-Howard.pdf
913,1949,AUSTRALIA,Unprovoked,M,1949.08.16-Kay.pdf
914,1949,AUSTRALIA,Unprovoked,M,1949.04.17-Maguire.pdf
915,1949,AUSTRALIA,Unprovoked,M,1949.01.23-Land.pdf
916,1949,AUSTRALIA,Unprovoked,M,1949.01.13-DonDixon.pdf
917,1949,CHINA,Unprovoked,M,1949.06.13-Japanese-fishermen.pdf
918,1949,IRAN,Unprovoked,M,1949.07.29-Palmer.pdf
919,1949,IRAN,Unprovoked,M,1949.07.28-Ali.pdf
920,1949,ITALY,Unprovoked,M,1949.00.00.g-boat.pdf
921,1949,ITALY,Unprovoked,M,1949.08.17-Murolo.pdf
922,1949,ITALY,Unprovoked,M,1949.08.10.R-Picarelli.pdf
923,1949,MEXICO,Unprovoked,M,1949.04.13-Miramar.pdf
924,1949,NEW GUINEA,Unprovoked,M,1949.00.00.a-Kerpuna.pdf
925,1949,PAPUA NEW GUINEA,Unprovoked,M,1949.00.00.e-Jalem.pdf
926,1949,PAPUA NEW GUINEA,Unprovoked,M,1949.00.00.d-Olai.pdf
927,1949,PAPUA NEW GUINEA,Unprovoked,M,1949.00.00.c-Orava.pdf
928,1949,PAPUA NEW GUINEA,Unprovoked,M,1949.00.00.b-Sohano.pdf
929,1949,USA,Provoked,M,1949.07.16-Gold.pdf
930,1949,USA,Unprovoked,M,1949.07.25-Roach.pdf
931,1950,AUSTRALIA,Unprovoked,M,1950.11.12-canoe.pdf
932,1950,AUSTRALIA,Unprovoked,M,1950.00.00.m-Drake-dinghy.pdf
933,1950,AUSTRALIA,Unprovoked,M,1950.03.01-Szott.pdf
934,1950,AUSTRALIA,Provoked,M,1950.11.29-Irrwala.pdf
935,1950,AUSTRALIA,Unprovoked,M,1950.04.09-McDonald.pdf
936,1950,AUSTRALIA,Unprovoked,M,1950.12.31-oar.pdf
937,1950,AUSTRALIA,Unprovoked,M,1950.12.16-Quinlan.pdf
938,1950,AUSTRALIA,Unprovoked,M,1950.11.25-LeoVincentRyan.pdf
939,1950,AUSTRALIA,Unprovoked,M,1950.10.04-Sichter.pdf
940,1950,AUSTRALIA,Unprovoked,M,1950.02.18.R-Perth.pdf
941,1950,AUSTRALIA,Unprovoked,M,1950.01.12.R-Martin.pdf
942,1950,CUBA,Unprovoked,M,1950.07.14-Loekstad.pdf
943,1950,EL SALVADOR,Provoked,M,1950.08.06-Bottini.pdf
944,1950,FIJI,Unprovoked,M,1950.00.00.a-Fiji.pdf
945,1950,INDONESIA,Unprovoked,M,1950.00.00.i-child.pdf
946,1950,ITALY,Unprovoked,M,1950.05.01-Adriani.pdf
947,1950,JAPAN,Unprovoked,M,1950.07.21-Japan.pdf
948,1950,LIBERIA,Unprovoked,M,1950.00.00.j-Liberian-dock-worker.pdf
949,1950,NEW CALEDONIA,Unprovoked,M,1950.00.00.c-NewCaledonia-Voh.pdf
950,1950,NEW CALEDONIA,Unprovoked,M,1950.00.00.b-NewCaledonia-Touho.pdf
951,1950,PANAMA,Unprovoked,M,1950.00.00.f-US-solier.pdf
952,1950,SAUDI ARABIA,Unprovoked,M,1950.08.00-PearlDiver-Arabia.pdf
953,1950,SINGAPORE,Unprovoked,M,1950.00.00.d-Abdullah.pdf
954,1950,SOUTH AFRICA,Unprovoked,M,1950.05.24-Tibbit.pdf
955,1950,SOUTH AFRICA,Unprovoked,M,1950.04.09.R-2Toes.pdf
956,1950,SOUTH AFRICA,Unprovoked,M,1950.03.26-Wright.pdf
957,1950,SOUTH AFRICA,Unprovoked,M,1950.03.08-VonBerg.pdf
958,1950,SOUTH AFRICA,Unprovoked,M,1950.02.11-Dumayne.pdf
959,1950,SRI LANKA,Unprovoked,M,1950.00.00.l-Abbobaker.pdf
960,1950,SRI LANKA,Unprovoked,M,1950.00.00.k-Pereira.pdf
961,1950,USA,Unprovoked,M,1950.07.09-Galveston.pdf
962,1950,USA,Unprovoked,M,1950.01.16-Hotta.pdf
963,1950,USA,Unprovoked,M,1950.00.00.g-Lloyd.pdf
964,1950,USA,Unprovoked,M,1950.06.06-Guzman.pdf
965,1950,USA,Unprovoked,M,1950.10.08-Campbell-Collier.pdf
966,1950,USA,Unprovoked,M,1950.07.10-Majors.pdf
967,1950,USA,Unprovoked,M,1950.07.00-Rathjen.pdf
968,1950,USA,Unprovoked,M,1950.06.25-Salango.pdf
969,1950,USA,Unprovoked,M,1950.00.00.h-Carter.pdf
970,1951,AUSTRALIA,Unprovoked,M,1951.01.03-HawkesburyRiver.pdf
971,1951,AUSTRALIA,Provoked,M,1951.12.16-Munn.pdf
972,1951,AUSTRALIA,Provoked,M,1951.03.26-Davidson.pdf
973,1951,AUSTRALIA,Unprovoked,M,1951.12.06-Okulich.pdf
974,1951,AUSTRALIA,Unprovoked,M,1951.10.22-Kenealy.pdf
975,1951,AUSTRALIA,Unprovoked,M,1951.09.02-Joske.pdf
976,1951,AUSTRALIA,Unprovoked,M,1951.03.24-Fisherman.pdf
977,1951,AUSTRALIA,Unprovoked,M,1951.02.03-Pride.pdf
978,1951,AUSTRALIA,Unprovoked,M,1951.02.01-Sheen.pdf
979,1951,FRENCH POLYNESIA,Unprovoked,M,1951.06.00-Clark.pdf
980,1951,GREECE,Unprovoked,F,1951.08.17.a-Perri.pdf
981,1951,GREECE,Unprovoked,M,1951.08.17.b-Athanasenas.pdf
982,1951,ITALY,Unprovoked,F,1951.09.29-Wurn.pdf
983,1951,ITALY,Unprovoked,M,1951.09.03.R-Caputo.pdf
984,1951,ITALY,Unprovoked,M,1951.08.16.R-TorreColimena.pdf
985,1951,JAMAICA,Unprovoked,M,1951.11.28.b-Lewis.pdf
986,1951,MEXICO,Unprovoked,M,1951.05.22-NV-Lanse.pdf
987,1951,MOZAMBIQUE,Unprovoked,M,1951.12.21-DoAmaral.pdf
988,1951,PACIFIC OCEAN,Unprovoked,M,1951.07.11-Sierks.pdf
989,1951,PHILIPPINES,Unprovoked,M,1951.11.22-Philippines.pdf
990,1951,SOUTH AFRICA,Unprovoked,M,1951.11.29-Tait.pdf
991,1951,SOUTH AFRICA,Unprovoked,M,1951.11.28.a-Plowman.pdf
992,1951,SOUTH AFRICA,Unprovoked,M,1951.03.15-Stapelberg.pdf
993,1951,SOUTH AFRICA,Unprovoked,M,1951.02.19-Huskisson.pdf
994,1951,SOUTH AFRICA,Unprovoked,M,1951.01.21-Nkwazi.pdf
995,1951,USA,Unprovoked,M,1951.07.19.R-Nottingham.pdf
996,1951,USA,Unprovoked,M,1951.06.25-Nodura.pdf
997,1952,AUSTRALIA,Unprovoked,M,1952.12.24-Bade.pdf
998,1952,AUSTRALIA,Unprovoked,M,1952.12.21-Holmes.pdf
999,1952,AUSTRALIA,Unprovoked,M,1952.05.07.R-King.pdf
1000,1952,AUSTRALIA,Unprovoked,M,1952.01.07-CharlesThomas.pdf
1001,1952,GUATEMALA,Unprovoked,F,1952.12.14-Guatemala.pdf
1002,1952,INDIA,Unprovoked,M,1952.05.00-Lal.pdf
1003,1952,ITALY,Provoked,M,1952.08.04-Podesta.pdf
1004,1952,LIBERIA,Unprovoked,M,1952.00.00.e-Liberia.pdf
1005,1952,MAURITIUS,Provoked,M,1952.01.23-Moitessier.pdf
1006,1952,NETHERLANDS ANTILLES,Unprovoked,M,1952.03.30-Eggink.pdf
1007,1952,PAPUA NEW GUINEA,Unprovoked,M,1952.10.12-Lalaura.pdf
1008,1952,PAPUA NEW GUINEA,Unprovoked,M,1952.00.00.d-ManusIsland.pdf
1009,1952,PAPUA NEW GUINEA,Unprovoked,M,1952.00.00.c-Momote.pdf
1010,1952,PAPUA NEW GUINEA,Unprovoked,M,1952.00.00.b-Kiaploki.pdf
1011,1952,SOUTH AFRICA,Unprovoked,M,1952.08.06-Ristow.pdf
1012,1952,SUDAN,Provoked,M,1952.04.00-Hass.pdf
1013,1952,USA,Provoked,M,1952.07.27.c-TillmanHomes.pdf
1014,1952,USA,Provoked,M,1952.07.27.b-Jones.pdf
1015,1952,USA,Provoked,M,1952.07.13-Howard.pdf
1016,1952,USA,Unprovoked,M,1952.07.27.a-Sparetime.pdf
1017,1952,USA,Unprovoked,M,1952.08.03-Kawamura.pdf
1018,1952,USA,Unprovoked,M,1952.12.07-Wilson_Collier.pdf
1019,1952,USA,Unprovoked,M,1952.12.03-Solano.pdf
1020,1952,USA,Unprovoked,M,1952.07.05-Morales.pdf
1021,1952,USA,Unprovoked,M,1952.05.27-Taylor_Collier.pdf
1022,1952,USA,Unprovoked,M,1952.00.00.a-PanAmPilot.pdf
1023,1953,AUSTRALIA,Provoked,M,1953.10.00-Kosky.pdf
1024,1953,AUSTRALIA,Provoked,M,1953.06.00-Durbridge.pdf
1025,1953,AUSTRALIA,Provoked,M,1953.01.20-Lamerton.pdf
1026,1953,AUSTRALIA,Unprovoked,M,1953.12.13-Tapp.pdf
1027,1953,AUSTRALIA,Unprovoked,M,1953.12.00-Haynes.pdf
1028,1953,AUSTRALIA,Unprovoked,M,1953.03.22-Scheidl.pdf
1029,1953,AUSTRALIA,Unprovoked,M,1953.03.19.R-Leech.pdf
1030,1953,AUSTRALIA,Unprovoked,M,1953.02.15-Gallagher.pdf
1031,1953,AUSTRALIA,Unprovoked,M,1953.02.00-Ware.pdf
1032,1953,AUSTRALIA,Unprovoked,M,1953.00.00.c-Agnew.pdf
1033,1953,CANADA,Unprovoked,M,1953.07.09-Burns.pdf
1034,1953,IRAN,Unprovoked,M,1953.04.00.b-Kaaby.pdf
1035,1953,IRAN,Unprovoked,M,1953.04.00.a-Seemrookh.pdf
1036,1953,MEXICO,Unprovoked,M,1953.08.00-NV-Satz.pdf
1037,1953,MEXICO,Unprovoked,F,1953.07.31-Prada.pdf
1038,1953,PANAMA,Unprovoked,M,1953.07.00-Gonzalves.pdf
1039,1953,PAPUA NEW GUINEA,Unprovoked,M,1953.03.00.a-Hetabu.pdf
1040,1953,PAPUA NEW GUINEA,Unprovoked,M,1953.00.00.b-Kahuli.pdf
1041,1953,PHILIPPINES,Unprovoked,M,1953.09.27-Mangutbal.pdf
1042,1953,SOUTH AFRICA,Unprovoked,F,1953.12.30-Rautenbach.pdf
1043,1953,SOUTH AFRICA,Unprovoked,M,1953.12.22-Stoddart.pdf
1044,1953,USA,Provoked,M,1953.07.16-Richel.pdf
1045,1953,USA,Provoked,M,1953.02.18-Takeuchi.pdf
1046,1953,USA,Unprovoked,M,1953.09.18-Graybill.pdf
1047,1953,USA,Unprovoked,F,1953.07.15-Gunn.pdf
1048,1953,USA,Unprovoked,F,1953.04.04-SueSmith.pdf
1049,1953,USA,Unprovoked,F,1953.00.00.a-girl.pdf
1050,1953,USA,Unprovoked,M,1953.09.20.R-Diamond.pdf
1051,1953,USA,Unprovoked,M,1953.09.03.R-Stevenson.pdf
1052,1953,USA,Unprovoked,M,1953.09.02-Gonsalves.pdf
1053,1953,USA,Unprovoked,M,1953.07.26-Souza.pdf
1054,1953,USA,Unprovoked,M,1953.07.04-Crick.pdf
1055,1954,AMERICAN SAMOA,Unprovoked,M,1954.12.29-Mizokawa.pdf
1056,1954,ARGENTINA,Unprovoked,M,1954.01.22.a-Aubone.pdf
1057,1954,AUSTRALIA,Unprovoked,M,1954.12.11-Burns.pdf
1058,1954,AUSTRALIA,Unprovoked,M,1954.09.04-Kapua-Gutchen.pdf
1059,1954,AUSTRALIA,Unprovoked,M,1954.06.27-Aken.pdf
1060,1954,AUSTRALIA,Unprovoked,M,1954.02.27-Fabrizius.pdf
1061,1954,AUSTRALIA,Unprovoked,M,1954.01.30-Bourke.pdf
1062,1954,AUSTRALIA,Unprovoked,M,1954.01.22.b-Mills.pdf
1063,1954,BERMUDA,Unprovoked,M,1954.07.03-Marks.pdf
1064,1954,CUBA,Provoked,M,1954.08.12.b-Teas.pdf
1065,1954,CUBA,Provoked,M,1954.08.12.a-Warmke.pdf
1066,1954,ECUADOR,Unprovoked,M,1954.07.30-Dibble.pdf
1067,1954,GREECE,Unprovoked,M,1954.07.02.R-Kalamata.pdf
1068,1954,HONG KONG,Unprovoked,M,1954.09.15-JamesCook.pdf
1069,1954,HONG KONG,Unprovoked,M,1954.06.00-NavalRating.pdf
1070,1954,IRAN,Unprovoked,F,1954.00.00.g-girl.pdf
1071,1954,IRAN,Unprovoked,M,1954.00.00.e-KasemJasem.pdf
1072,1954,IRAN,Unprovoked,M,1954.00.00.f-AbbasJasem.pdf
1073,1954,ITALY,Unprovoked,M,1954.07.27-Trawler.pdf
1074,1954,ITALY,Unprovoked,M,1954.08.19-Campi.pdf
1075,1954,JAPAN,Unprovoked,M,1954.10.02.a-boyJapan.pdf
1076,1954,MARTINIQUE,Unprovoked,M,1954.00.00.d-Vieux.pdf
1077,1954,MEXICO,Unprovoked,M,1954.00.00.c-Bianci.pdf
1078,1954,PAPUA NEW GUINEA,Unprovoked,M,1954.12.09-Kailovo.pdf
1079,1954,PAPUA NEW GUINEA,Unprovoked,M,1954.05.26.R-Constable.pdf
1080,1954,PAPUA NEW GUINEA,Unprovoked,M,1954.01.15-Ramlen.pdf
1081,1954,PAPUA NEW GUINEA,Unprovoked,M,1954.00.00.a-Volupai.pdf
1082,1954,SINGAPORE,Unprovoked,M,1954.07.28-BritishDiver.pdf
1083,1954,SOUTH AFRICA,Unprovoked,M,1954.12.04-Scott.pdf
1084,1954,SUDAN?,Provoked,M,1954.04.00-Foucher-Creteau.pdf
1085,1954,THE BALKANS,Unprovoked,M,1954.07.15-refugee.pdf
1086,1954,UNITED KINGDOM,Provoked,M,1954.10.06-Butcher.pdf
1087,1954,USA,Unprovoked,M,1954.04.08-Chun.pdf
1088,1954,USA,Provoked,M,1954.06.29-Donahue.pdf
1089,1954,USA,Unprovoked,M,1954.10.07-Mormackite.pdf
1090,1954,USA,Unprovoked,M,1954.11.20-Oetzel.pdf
1091,1954,USA,Unprovoked,M,1954.09.21-Leeper.pdf
1092,1954,USA,Unprovoked,M,1954.00.00.b-Severino.pdf
1093,1955,AMERICAN SAMOA,Unprovoked,M,1955.08.08-Samoa.pdf
1094,1955,AUSTRALIA,Provoked,M,1955.10.16-Cross.pdf
1095,1955,AUSTRALIA,Provoked,M,1955.03.00.a-Brown.pdf
1096,1955,AUSTRALIA,Unprovoked,M,1955.03.09-Langford.pdf
1097,1955,AUSTRALIA,Unprovoked,M,1955.02.05-Rautenberg.pdf
1098,1955,AUSTRALIA,Unprovoked,M,1955.01.17-Willis.pdf
1099,1955,COLUMBIA,Unprovoked,M,1955.00.00.b-Echavarria.pdf
1100,1955,CROATIA,Unprovoked,F,1955.08.26-Podzum.pdf
1101,1955,CUBA,Provoked,M,1955.00.00.d-Cuba.pdf
1102,1955,INDIA,Unprovoked,M,1955.02.04-Nedugattan.pdf
1103,1955,JAPAN,Unprovoked,M,1955.08.30.b-Yoshi.pdf
1104,1955,JAPAN,Unprovoked,M,1955.07.25-Ishida.pdf
1105,1955,MADAGASCAR,Unprovoked,M,1955.00.00.e-Madagascar.pdf
1106,1955,MONTENEGRO,Unprovoked,M,1955.07.15-Romasevic.pdf
1107,1955,NORTH ATLANTIC OCEAN ,Unprovoked,M,1955.08.00.c-NV-Emrich.pdf
1108,1955,NORTH PACIFIC OCEAN,Unprovoked,M,1955.09.23.b-Olsen.pdf
1109,1955,NORTH PACIFIC OCEAN,Unprovoked,M,1955.09.23.a-Hightower.pdf
1110,1955,PAPUA NEW GUINEA,Unprovoked,M,1955.11.16-NiuBodu.pdf
1111,1955,PAPUA NEW GUINEA,Unprovoked,M,1955.11.00-LowIsland.pdf
1112,1955,PAPUA NEW GUINEA,Unprovoked,M,1955.05.00-Sindilin.pdf
1113,1955,PAPUA NEW GUINEA,Unprovoked,M,1955.04.13.R-Gairu.pdf
1114,1955,PAPUA NEW GUINEA,Unprovoked,M,1955.04.12-Kula.pdf
1115,1955,PAPUA NEW GUINEA,Unprovoked,M,1955.03.00.b-Liuda.pdf
1116,1955,PAPUA NEW GUINEA,Unprovoked,M,1955.00.00.a-Pakau.pdf
1117,1955,SOUTH AFRICA,Unprovoked,M,1955.01.15-ZuluMale.pdf
1118,1955,USA,Unprovoked,M,1955.00.00.c-Chicago.pdf
1119,1955,USA,Provoked,M,1955.08.30.a-DaleStrand.pdf
1120,1955,USA,Provoked,M,1955.08.04.R-SC-fisherman.pdf
1121,1955,USA,Provoked,M,1955.05.08-Yeargin.pdf
1122,1955,USA,Unprovoked,M,1955.09.20-Diez.pdf
1123,1955,USA,Unprovoked,M,1955.09.04-Vaughters_Collier.pdf
1124,1955,USA,Unprovoked,M,1955.09.03-VeniceBeach.pdf
1125,1955,USA,Unprovoked,M,1955.07.23-Cashman.pdf
1126,1955,USA,Unprovoked,M,1955.04.00-Oshiro.pdf
1127,1955,USA,Unprovoked,M,1955.02.10-Adams.pdf
1128,1955,USA,Unprovoked,M,1955.02.06-JamesJacobs_Collier.pdf
1129,1955,YEMEN,Unprovoked,F,1955.07.07-Dixon.pdf
1130,1956,AUSTRALIA,Provoked,M,1956.08.15.b-Davis.pdf
1131,1956,AUSTRALIA,Unprovoked,M,1956.06.28-Kila.pdf
1132,1956,AUSTRALIA,Unprovoked,M,1956.03.11-Nolan.pdf
1133,1956,AUSTRALIA,Unprovoked,M,1956.03.04-Wishart.pdf
1134,1956,AUSTRALIA,Unprovoked,M,1956.03.00.b-Brown.pdf
1135,1956,AUSTRALIA,Unprovoked,M,1956.02.26-Antonini.pdf
1136,1956,AUSTRALIA,Unprovoked,M,1956.02.10.R-Hamilton.pdf
1137,1956,AUSTRALIA,Unprovoked,M,1956.01.16.R-Conedo.pdf
1138,1956,AUSTRALIA,Unprovoked,M,1956.01.05-Howell.pdf
1139,1956,COSTA RICA,Unprovoked,M,1956.01.16-Burton.pdf
1140,1956,CUBA,Unprovoked,M,1956.05.07-Shearman.pdf
1141,1956,GABON,Unprovoked,M,1956.12.15.R-Allen.pdf
1142,1956,GREECE,Unprovoked,F,1956.00.00.f-Margoulis.pdf
1143,1956,ITALY,Unprovoked,M,1956.09.00.a-Lombardo.pdf
1144,1956,MALTA,Unprovoked,M,1956.07.20-Smedley.pdf
1145,1956,MAYOTTE,Unprovoked,M,1956.09.00.b-Mayotte.pdf
1146,1956,NEW ZEALAND,Provoked,M,1956.12.09-McKenzie.pdf
1147,1956,PAPUA NEW GUINEA,Unprovoked,M,1956.12.26-Nikuniko.pdf
1148,1956,PAPUA NEW GUINEA,Unprovoked,M,1956.12.24-Tiso.pdf
1149,1956,PAPUA NEW GUINEA,Unprovoked,M,1956.10.20-Sabati.pdf
1150,1956,PAPUA NEW GUINEA,Unprovoked,M,1956.10.00-PortMoresby.pdf
1151,1956,PAPUA NEW GUINEA,Unprovoked,M,1956.08.25-Benagi.pdf
1152,1956,PAPUA NEW GUINEA,Unprovoked,M,1956.08.20-native.pdf
1153,1956,PAPUA NEW GUINEA,Unprovoked,M,1956.08.00.b-TsiraNative.pdf
1154,1956,PAPUA NEW GUINEA,Unprovoked,M,1956.08.00.a-NativeBoy.pdf
1155,1956,PAPUA NEW GUINEA,Unprovoked,M,1956.00.00.h-NV native-boy.pdf
1156,1956,PAPUA NEW GUINEA,Unprovoked,M,1956.00.00.b-Hus-Island.pdf
1157,1956,PAPUA NEW GUINEA,Unprovoked,M,1956.00.00.a-Enuk.pdf
1158,1956,PORTUGAL,Unprovoked,M,1956.06.22-Pereira.pdf
1159,1956,SENEGAL,Unprovoked,M,1956.10.07-Peron.pdf
1160,1956,SOUTH AFRICA,Unprovoked,M,1956.10.27-Smith.pdf
1161,1956,SOUTH AFRICA,Unprovoked,M,1956.08.01-VanDam.pdf
1162,1956,UNITED KINGDOM,Provoked,M,1956.08.00.e-Kirby.pdf
1163,1956,UNITED KINGDOM,Provoked,M,1956.08.00.d-Nye.pdf
1164,1956,USA,Provoked,M,1956.07.28-Alengo.pdf
1165,1956,USA,Provoked,M,1956.07.26-BansieKoide.pdf
1166,1956,USA,Provoked,M,1956.00.00.e-Vaughn.pdf
1167,1956,USA,Unprovoked,F,1956.07.17-Nelson.pdf
1168,1956,USA,Unprovoked,F,1956.00.00.d-girl-VirginiaBeach.pdf
1169,1956,USA,Unprovoked,M,1956.09.23-Healy.pdf
1170,1956,USA,Unprovoked,M,1956.08.15.R-Lago.pdf
1171,1956,USA,Unprovoked,M,1956.08.15.a-DouglasClarke.pdf
1172,1956,USA,Unprovoked,M,1956.07.12-Rawls.pdf
1173,1957,AUSTRALIA,Unprovoked,M,1957.12.31-Evans.pdf
1174,1957,AUSTRALIA,Unprovoked,M,1957.07.09-Kris.pdf
