,Year,Country,Type,Sex,Pdf
101,1907,CROATIA,Unprovoked,F,1907.09.11-Croatia.pdf
102,1907,CROATIA,Unprovoked,F,1907.08.12.b.R-SchoolTeacher.pdf
103,1907,CROATIA,Unprovoked,F,1907.07.14-R-Adriatic.pdf
104,1907,CROATIA,Unprovoked,M,1907.08.12.a.R-Silvovic.pdf
105,1907,ENGLAND,Unprovoked,M,1907.09.18.R-Wolffe.pdf
106,1907,HAITI,Unprovoked,M,1907.10.12-alleghany-sailor.pdf
107,1907,MALTA,Unprovoked,M,1907.03.07-fishemen-Malta.pdf
108,1907,MEXICO,Unprovoked,M,1907.04.20-Funda.pdf
109,1907,NEW ZEALAND,Unprovoked,M,1907.02.05-Hutcheson.pdf
110,1907,PHILIPPINES,Unprovoked,M,1907.02.09-J.J.Dunlap.pdf
111,1907,USA,Unprovoked,M,1907.10.08-fisherman.pdf
112,1907,USA,Unprovoked,M,1907.08.08.R-Kell.pdf
113,1907,USA,Unprovoked,M,1907.07.00-CB-Hernandez.pdf
114,1907,USA,Unprovoked,M,1907.03.26-Larkin.pdf
115,1907,USA,Unprovoked,M,1907.00.00.a-Pepeekeo.pdf
116,1907,VIETNAM,Unprovoked,M,1907.00.00.b-Vietnam.pdf
117,1908,AUSTRALIA,Unprovoked,M,1908.09.21-KongChoongTing.pdf
118,1908,CROATIA,Unprovoked,F,1908.07.08.R-Milena.pdf
119,1908,EGYPT,Unprovoked,M,1908.06.18-Gray.pdf
120,1908,MEXICO,Unprovoked,M,1908.12.16-Earle.pdf
121,1908,SOUTH AFRICA,Unprovoked,M,1908.12.31-East.pdf
122,1908,SPAIN,Unprovoked,M,1908.08.28.R-Newbury.pdf
123,1908,USA,Unprovoked,M,1908.05.10-Williams.pdf
124,1908,USA,Unprovoked,M,1908.06.08-Howe.pdf
125,1908,USA,Unprovoked,M,1908.09.05-RalphNelson.pdf
126,1908,USA,Unprovoked,M,1908.01.08-JapaneseFisherman.pdf
127,1909,AUSTRALIA,Provoked,M,1909.12.05-Fisherman.pdf
128,1909,AUSTRALIA,Unprovoked,M,1909.06.18-Errol.pdf
129,1909,AUSTRALIA,Unprovoked,M,1909.12.15.R-Witt.pdf
130,1909,MEXICO,Unprovoked,F,1909.06.26.a.R-Lopez.pdf
131,1909,SOUTH AFRICA,Unprovoked,F,1909.03.06-Auckland.pdf
132,1909,SOUTH AFRICA,Unprovoked,M,1909.06.26.b.R-CapeTown.pdf
133,1909,SPAIN,Provoked,M,1909.04.27.R-Cadiz.pdf
134,1909,TUNISIA,Unprovoked,M,1909.04.09.R-Zambeltos.pdf
135,1909,USA,Unprovoked,F,1909.04.10-Chong.pdf
136,1909,USA,Provoked,M,1909.09.04.R-Beach.pdf
137,1909,USA,Unprovoked,M,1909.12.26.R-Hovelsrud.pdf
138,1909,USA,Unprovoked,M,1909.08.13-Craug.pdf
139,1909,USA,Unprovoked,M,1909.07.24-Tyler.pdf
140,1909,USA,Unprovoked,M,1909.07.15-Munson.pdf
141,1910,AUSTRALIA,Unprovoked,M,1910.12.23.R-Anderson.pdf
142,1910,AUSTRALIA,Unprovoked,M,1910.11.24-Smith.pdf
143,1910,AUSTRALIA,Unprovoked,M,1910.02.16-Cridland.pdf
144,1910,AUSTRALIA,Unprovoked,M,1910.01.26-Clulow.pdf
145,1910,CROATIA,Unprovoked,M,1910.12.15.R-Rijeka.pdf
146,1910,MEXICO,Unprovoked,M,1910.06.25.R-Gebler.pdf
147,1910,NEW ZEALAND,Unprovoked,M,1910.03.08-McGregor.pdf
148,1910,NORTH ATLANTIC OCEAN,Provoked,M,1910.11.28-Key.pdf
149,1910,PANAMA,Unprovoked,M,1910.03.31-Barnes.pdf
150,1910,PHILIPPINES,Unprovoked,M,1910.00.00.a-Stewart.pdf
151,1910,USA,Unprovoked,M,1910.05.16.R-yawlboat.pdf
152,1910,USA,Unprovoked,M,1910.03.00-Lund.pdf
153,1910,USA,Unprovoked,M,1910.00.00.b-Hilo.pdf
154,1911,AUSTRALIA,Unprovoked,M,1911.01.04-Katola.pdf
155,1911,AUSTRALIA,Unprovoked,M,1911.10.25-Toby.pdf
156,1911,AUSTRALIA,Unprovoked,M,1911.03.29.R-ThursdayIsland.pdf
157,1911,NEW ZEALAND,Unprovoked,M,1911.00.00.a-Manukau Harbor.pdf
158,1911,SOUTH AFRICA,Unprovoked,M,1911.05.09-JamesMay.pdf
159,1911,SOUTH AFRICA,Unprovoked,M,1911.05.01-Jantjies.pdf
160,1911,SPAIN,Unprovoked,M,1911.07.31.R-Ceuta.pdf
161,1911,USA,Unprovoked,M,1911.11.08-Antonine.pdf
162,1911,USA,Provoked,M,1911.07.16.R-Berg.pdf
163,1911,USA,Provoked,M,1911.05.01.R-Zepada.pdf
164,1911,USA,Unprovoked,M,1911.10.26-Spencer.pdf
165,1911,USA,Unprovoked,M,1911.09.23-Blomquist.pdf
166,1911,USA,Unprovoked,M,1911.09.20-Ashe.pdf
167,1911,USA,Unprovoked,M,1911.09.17-HCRood.pdf
168,1911,USA,Unprovoked,M,1911.00.00.b-TexasCity.pdf
169,1912,AUSTRALIA,Provoked,M,1912.02.22-Swanson.pdf
170,1912,AUSTRALIA,Unprovoked,M,1912.02.19-Wort.pdf
171,1912,AUSTRALIA,Unprovoked,M,1912.01.26-Morgan.pdf
172,1912,AUSTRALIA,Unprovoked,M,1912.01.06-Sydney.pdf
173,1912,AUSTRALIA,Unprovoked,M,1912.01.01-Tristing.pdf
174,1912,FIJI,Unprovoked,M,1912.01.13.R-Fiji.pdf
175,1912,NEW CALEDONIA,Unprovoked,M,1912.02.03-Gillies.pdf
176,1912,NEW ZEALAND,Unprovoked,M,1912.03.18-Takapuna.pdf
177,1912,SOLOMON ISLANDS,Unprovoked,M,1912.07.06.R-Savo.pdf
178,1912,SOUTH AFRICA,Unprovoked,M,1912.05.04-arm.pdf
179,1912,SPAIN,Unprovoked,M,1912.00.00-Isla-Cabrera-Balearics.pdf
180,1912,USA,Unprovoked,M,1912.08.30-Coffee.pdf
181,1912,USA,Unprovoked,M,1912.07.23-Kirkpatrick.pdf
182,1913,AUSTRALIA,Provoked,M,1913.05.02-Moss.pdf
183,1913,AUSTRALIA,Unprovoked,M,1913.11.21-Boucher.pdf
184,1913,AUSTRALIA,Unprovoked,M,1913.01.00-Treacle.pdf
185,1913,AUSTRALIA,Unprovoked,M,1913.00.00.a-youth.pdf
186,1913,CROATIA,Provoked,M,1913.09.03-Croatia.pdf
187,1913,NIGERIA,Unprovoked,M,1913.11.27-Denny.pdf
188,1913,REUNION,Unprovoked,M,1913.00.00.d-ReunionIsland.pdf
189,1913,REUNION,Unprovoked,M,1913.00.00.c-ReunionIsland.pdf
190,1913,SAMOA,Unprovoked,M,1913.03.27-Samoa.pdf
191,1913,USA,Unprovoked,F,1913.08.27.R-FemaleFoot.pdf
192,1913,USA,Unprovoked,M,1913.08.27.R-Lavalette.pdf
193,1913,USA,Provoked,M,1913.05.21-Roberts.pdf
194,1913,USA,Unprovoked,M,1913.09.21-WestPalmBeach.pdf
195,1913,USA,Unprovoked,M,1913.07.12-soldier.pdf
196,1914,AUSTRALIA,Unprovoked,F,1914.01.17.R-Schmidt.pdf
197,1914,AUSTRALIA,Unprovoked,M,1914.12.04.R-Steinstecke.pdf
198,1914,AUSTRALIA,Unprovoked,M,1914.06.10-Croxford.pdf
199,1914,AUSTRALIA,Unprovoked,M,1914.02.09.R-Hasell.pdf
200,1914,AUSTRALIA,Unprovoked,M,1914.02.03-Dabbs.pdf
201,1914,CROATIA,Unprovoked,F,1914.07.15.R.pdf
202,1914,CROATIA,Unprovoked,M,1914.07.07.pdf
203,1914,JAMAICA,Unprovoked,M,1914.09.26.R-Jamaica.pdf
204,1914,MONTENEGRO,Unprovoked,M,1914.06.13-Budva.pdf
205,1914,NEW CALEDONIA,Unprovoked,M,1914.05.31-Child-Kanaka.pdf
206,1914,SAMOA,Unprovoked,F,1914.10.17-Samoa.pdf
207,1914,SOUTH AFRICA,Unprovoked,F,1914.00.00-IndianWoman.pdf
208,1914,USA,Unprovoked,M,1914.03.14.R-Mooney.pdf
209,1914,USA,Provoked,F,1914.05.14-Cummings.pdf
210,1914,USA,Provoked,M,1914.07.09.R-Lopez.pdf
211,1914,USA,Unprovoked,M,1914.09.09-PeterKontspoulas.pdf
212,1914,USA,Unprovoked,M,1914.03.03-Okomoto.pdf
213,1915,AUSTRALIA,Unprovoked,M,1915.12.09.R-JapaneseDiver.pdf
214,1915,AUSTRALIA,Unprovoked,M,1915.11.10-Gleeson.pdf
215,1915,AUSTRALIA,Unprovoked,M,1915.11.08-Rebecchi.pdf
216,1915,AUSTRALIA,Unprovoked,M,1915.03.29-Hana.pdf
217,1915,AUSTRALIA,Unprovoked,M,1915.02.06-Stanton.pdf
218,1915,AUSTRALIA,Unprovoked,M,1915.01.01-Tooze.pdf
219,1915,EGYPT,Unprovoked,M,1915.05.15.R-Alexandria.pdf
220,1915,MEXICO,Unprovoked,M,1915.07.06.b.R-Thaxton.pdf
221,1915,MEXICO,Unprovoked,M,1915.07.06.a.R-McDonald.pdf
222,1915,NEW ZEALAND,Unprovoked,M,1915.01.13-Hodge.pdf
223,1915,USA,Unprovoked,M,1915.00.00-HumanRemains.pdf
224,1915,USA,Unprovoked,M,1915.08.03-Turnipseed.pdf
225,1916,ATLANTIC OCEAN,Unprovoked,M,1916.06.24.R-Matheson.pdf
226,1916,AUSTRALIA,Unprovoked,F,1916.12.08.a-b-German.pdf
227,1916,AUSTRALIA,Unprovoked,M,1916.12.30-Ford.pdf
228,1916,AUSTRALIA,Unprovoked,M,1916.12.08.a-b-German.pdf
229,1916,AUSTRALIA,Unprovoked,M,1916.11.10-Gregson.pdf
230,1916,AUSTRALIA,Unprovoked,M,1916.11.09-Poultney.pdf
231,1916,AUSTRALIA,Unprovoked,M,1916.04.25.R-Harrington.pdf
232,1916,AUSTRALIA,Unprovoked,M,1916.04.03-Robinson-McNeill.pdf
233,1916,AUSTRALIA,Unprovoked,M,1916.03.19-Robinson.pdf
234,1916,BAHAMAS,Unprovoked,M,1916.07.11-Wichman-Ramos.pdf
235,1916,PANAMA,Provoked,M,1916.11.15-ClarenceWare.pdf
236,1916,PHILIPPINES,Unprovoked,M,1916.07.07-Sailor.pdf
237,1916,SPAIN,Unprovoked,M,1916.07.08-GrandCanary.pdf
238,1916,USA,Unprovoked,F,1916.07.13.b-Hoffman.pdf
239,1916,USA,Provoked,M,1916.10.11-Hanscom.pdf
240,1916,USA,Provoked,M,1916.06.23-Crouse.pdf
241,1916,USA,Unprovoked,M,1916.08.24-Lerey.pdf
242,1916,USA,Unprovoked,M,1916.07.26-Nelson.pdf
243,1916,USA,Unprovoked,M,1916.07.13.a-Richards.pdf
244,1916,USA,Unprovoked,M,1916.07.12.c-Dunn.pdf
245,1916,USA,Unprovoked,M,1916.07.12.a-b-Stillwell-Fisher.pdf
246,1916,USA,Unprovoked,M,1916.07.12.a-b-Stillwell-Fisher.pdf
247,1916,USA,Unprovoked,M,1916.07.06-Bruder.pdf
248,1916,USA,Unprovoked,M,1916.07.01-Vansant.pdf
249,1916,USA,Unprovoked,M,1916.06.30-AtlanticCity.pdf
250,1917,AUSTRALIA,Unprovoked,M,1917.12.15-Dean.pdf
251,1917,IRELAND,Unprovoked,M,1917.07.15-Mariston-ship.pdf
252,1917,KUWAIT,Unprovoked,M,1917.05.05-Arab.pdf
253,1917,LIBYA,Unprovoked,M,1917.00.00-SpongeDiver.pdf
254,1917,MOZAMBIQUE,Unprovoked,M,1917.11.00-Magellan.pdf
255,1917,PANAMA,Unprovoked,M,1917.09.00-Panama.pdf
256,1917,PHILIPPINES,Unprovoked,M,1917.05.31-EE.pdf
257,1917,USA,Provoked,M,1917.09.09-Nakuina.pdf
258,1917,USA,Unprovoked,M,1917.09.21-Thompson.pdf
259,1917,USA,Unprovoked,M,1917.07.18-WmSinker.pdf
260,1917,USA,Unprovoked,M,1917.06.03-Pierpont.pdf
261,1918,AUSTRALIA,Unprovoked,M,1918.09.19-Bartlett.pdf
262,1918,AUSTRALIA,Unprovoked,M,1918.03.22-Cook.pdf
263,1918,AUSTRALIA,Unprovoked,M,1918.00.00-Asai.pdf
264,1918,SAN DOMINGO,Unprovoked,M,1918.11.00.a-Una.pdf
265,1918,USA,Unprovoked,M,1918.11.00.b-Mayamura.pdf
266,1919,AUSTRALIA,Unprovoked,M,1919.03.16-Cadets.pdf
267,1919,AUSTRALIA,Unprovoked,M,1919.12.30.R-Brothy.pdf
268,1919,AUSTRALIA,Unprovoked,M,1919.12.07-Ridley.pdf
269,1919,AUSTRALIA,Unprovoked,M,1919.11.18-sailor.pdf
270,1919,AUSTRALIA,Unprovoked,M,1919.01.17-Arkell.pdf
271,1919,AUSTRALIA,Unprovoked,M,1919.01.09-Simpson.pdf
272,1919,AUSTRALIA,Unprovoked,M,1919.01.05-Hoey.pdf
273,1919,COSTA RICA,Unprovoked,M,1919.09.12-CostaRica.pdf
274,1919,ITALY,Unprovoked,M,1919.00.00.R-Savona.pdf
275,1919,NEW ZEALAND,Unprovoked,F,1919.01.15-Tahuna-Beach.pdf
276,1919,USA,Unprovoked,F,1919.00.00-MrsAvery.pdf
277,1919,USA,Unprovoked,M,1919.08.10-Eaton.pdf
278,1919,USA,Unprovoked,M,1919.05.29-WE-Davis.pdf
279,1919,USA,Unprovoked,M,1919.04.06-Rose-Koegler.pdf
280,1920,AUSTRALIA,Unprovoked,M,1920.11.29-Gibbs.pdf
281,1920,AUSTRALIA,Unprovoked,M,1920.11.22-Davies.pdf
282,1920,AUSTRALIA,Unprovoked,M,1920.07.05.R-Japanese-DIver.pdf
283,1920,AUSTRALIA,Unprovoked,M,1920.03.08-Burgess.pdf
284,1920,AUSTRALIA,Unprovoked,M,1920.01.24.R.b-TorresStrait-diver.pdf
285,1920,AUSTRALIA,Unprovoked,M,1920.01.24.R.a-JapaneseDiver.pdf
286,1920,AUSTRALIA,Unprovoked,M,1920.01.15-Miller.pdf
287,1920,JAMAICA,Unprovoked,M,1920.00.00.c-Jamaica.pdf
288,1920,NEW ZEALAND,Unprovoked,F,1920.00.00.b-StanleyBay.pdf
289,1920,SOUTH AFRICA,Unprovoked,F,1920.02.03-Toft.pdf
290,1920,SOUTH AFRICA,Unprovoked,M,1920.00.00.a-TugelaRiver.pdf
291,1920,USA,Unprovoked,M,1920.07.14-McCann.pdf
292,1920,USA,Unprovoked,M,1920.06.29-Green.pdf
293,1921,AUSTRALIA,Unprovoked,M,1921.12.11-Murphy.pdf
294,1921,AUSTRALIA,Unprovoked,M,1921.11.27.a-b-Jack.pdf
295,1921,AUSTRALIA,Unprovoked,M,1921.11.27.a-b-Jack.pdf
296,1921,AUSTRALIA,Unprovoked,M,1921.10.12-Hinchinbrook-Island.pdf
297,1921,AUSTRALIA,Unprovoked,M,1921.10.04-Schamok.pdf
298,1921,AUSTRALIA,Unprovoked,M,1921.08.29.R-Hayadi.pdf
299,1921,ENGLAND,Provoked,M,1921.09.00-Roberts.pdf
300,1921,HAITI,Unprovoked,M,1921.08.22-ECP.pdf
301,1921,PHILIPPINES,Unprovoked,M,1921.08.28-Abernathy.pdf
302,1922,AUSTRALIA,Unprovoked,M,1922.10.29-HRW.pdf
303,1922,AUSTRALIA,Unprovoked,M,1922.02.22.R-Whiteley.pdf
304,1922,AUSTRALIA,Unprovoked,M,1922.12.05-Gassman.pdf
305,1922,AUSTRALIA,Unprovoked,M,1922.04.26-Munro.pdf
306,1922,AUSTRALIA,Unprovoked,M,1922.03.02-Gannon.pdf
307,1922,AUSTRALIA,Unprovoked,M,1922.02.04-Coughlan.pdf
308,1922,AUSTRALIA,Unprovoked,M,1922.01.15-Milroy.pdf
309,1922,AUSTRALIA,Unprovoked,M,1922.01.13-Bevan.pdf
310,1922,AUSTRALIA,Unprovoked,M,1922.01.04-JManningRowe.pdf
311,1922,BARBADOS,Unprovoked,M,1922.09.29-Barbados.pdf
312,1922,ENGLAND,Unprovoked,M,1922.09.26.R-Lee.pdf
313,1922,IRAQ,Unprovoked,M,1922.01.28.R-Haroun-al-Raschid.pdf
314,1922,JAMAICA,Unprovoked,F,1922.03.13-Lopez.pdf
315,1922,JAMAICA,Unprovoked,M,1922.05.24-Leon.pdf
316,1922,JAMAICA,Unprovoked,M,1922.03.20-Jamaica.pdf
317,1922,SOUTH AFRICA,Unprovoked,M,1922.05.06-Pells.pdf
318,1922,USA,Provoked,M,1923.00.00.a-NJ fisherman.pdf
319,1922,USA,Unprovoked,F,1922.12.14-KatherineBourne.pdf
320,1922,USA,Unprovoked,F,1922.06.17-MacLatchie.pdf
321,1922,USA,Unprovoked,M,1922.09.28-TerritorialSurveyor.pdf
322,1922,USA,Unprovoked,M,1922.07.19-L'Engle.pdf
323,1923,AUSTRALIA,Unprovoked,M,1923.06.16-Rigby.pdf
324,1923,AUSTRALIA,Unprovoked,M,1923.11.02-BellingerHead.pdf
325,1923,AUSTRALIA,Unprovoked,M,1923.10.20-BotanyBay.pdf
326,1923,AUSTRALIA,Unprovoked,M,1923.01.27.b-Hayes.pdf
327,1923,AUSTRALIA,Unprovoked,M,1923.12.12-Wohill.pdf
328,1923,AUSTRALIA,Unprovoked,M,1923.12.02 - Elton.pdf
329,1923,AUSTRALIA,Unprovoked,M,1923.11.23-KoepangIslanders.pdf
330,1923,AUSTRALIA,Unprovoked,M,1923.10.16-Amano.pdf
331,1923,AUSTRALIA,Unprovoked,M,1923.07.02-Mildred-Diver.pdf
332,1923,AUSTRALIA,Unprovoked,M,1923.05.23.R-Evensen.pdf
333,1923,AUSTRALIA,Unprovoked,M,1923.05.22-Masoyo.pdf
334,1923,AUSTRALIA,Unprovoked,M,1923.03.18-Solomon.pdf
335,1923,AUSTRALIA,Unprovoked,M,1923.01.27.a-Robertson.pdf
336,1923,CUBA,Unprovoked,M,1923.01.13-seaplaneColumbus.pdf
337,1923,GUYANA,Unprovoked,M,1923.08.08-Blair.pdf
338,1923,PHILIPPINES,Unprovoked,M,1923.00.00.b-FortDrum.pdf
339,1923,USA,Unprovoked,M,1923.00.00.c - NJ fisherman.pdf
340,1923,USA,Provoked,M,1923.00.00.a-NJ fisherman.pdf
341,1923,USA,Unprovoked,M,1923.02.00.a-PuertoRican.pdf
342,1924,AUSTRALIA,Unprovoked,M,1924.04.20-Knight.pdf
343,1924,AUSTRALIA,Unprovoked,M,1924.02.08-Dullroy.pdf
344,1924,AUSTRALIA,Unprovoked,F,1924.02.13-Derritt.pdf
345,1924,AUSTRALIA,Unprovoked,M,1924.10.18-White.pdf
346,1924,AUSTRALIA,Unprovoked,M,1924.04.25-Conroy.pdf
347,1924,AUSTRALIA,Unprovoked,M,1924.01.19-Brown.pdf
348,1924,ENGLAND,Provoked,M,1924.07.14-Weymouth.pdf
349,1924,FRENCH POLYNESIA,Provoked,M,1924.10.31-Huri-Huri.pdf
350,1924,MEXICO,Unprovoked,F,1924.11.25-Rivas.pdf
351,1924,PANAMA,Unprovoked,M,1924.11.24-Panama.pdf
352,1924,PANAMA,Unprovoked,M,1924.04.22-Staden.pdf
353,1924,SOLOMON ISLANDS,Unprovoked,M,1924.03.28.R-Savo-Island.pdf
354,1924,SOUTH AFRICA,Unprovoked,M,1924.01.29-Schultz.pdf
355,1924,SOUTH AFRICA,Unprovoked,M,1924.01.25-StGeorgesStrand.pdf
356,1924,USA,Unprovoked,M,1924.07.04-boat-NewportBeach.pdf
357,1924,USA,Provoked,M,1924.06.18-Martin.pdf
358,1924,USA,Unprovoked,M,1924.11.21-Winslow.pdf
359,1924,USA,Unprovoked,M,1924.07.31-Kornahrens.pdf
360,1925,AUSTRALIA,Unprovoked,M,1925.11.22-Ettelton.pdf
361,1925,AUSTRALIA,Unprovoked,M,1925.03.27-Dagworthy.pdf
362,1925,AUSTRALIA,Unprovoked,M,1925.03.12-Canning.pdf
363,1925,CANADA,Unprovoked,M,1925.01.08-Vancouver.pdf
364,1925,ENGLAND,Unprovoked,M,1925.09.03-Page-Isle-of-Wight.pdf
365,1925,FIJI,Unprovoked,M,1925.00.00-Fijian boy.pdf
366,1925,PAPUA NEW GUINEA,Unprovoked,M,1925.03.10-Papuan.pdf
367,1925,SPAIN,Provoked,M,1925.09.04-Gurren-Valencia.pdf
368,1925,USA,Unprovoked,F,1925.08.02-MrsKahrs.pdf
369,1925,USA,Unprovoked,M,1925.11.00.a-Lawyer.pdf
370,1925,USA,Unprovoked,M,1925.05.00-AmericanUniversityStudent.pdf
371,1925,USA,Unprovoked,M,1925.01.27.R-Chorie.pdf
372,1926,AUSTRALIA,Unprovoked,F,1926.03.17-Whyte.pdf
373,1926,AUSTRALIA,Unprovoked,M,1926.12.02-Norman.pdf
374,1926,AUSTRALIA,Unprovoked,M,1926.11.17-Noma.pdf
375,1926,AUSTRALIA,Unprovoked,M,1926.10.23.b-Webster.pdf
376,1926,AUSTRALIA,Unprovoked,M,1926.01.00-Victoria.pdf
377,1926,ITALY,Unprovoked,M,1926.07.23-Casellato.pdf
378,1926,MONACO,Unprovoked,M,1926.00.00.d-Monaco.pdf
379,1926,NEW ZEALAND,Provoked,M,1926.00.00.c-bosun-Tahiti.pdf
380,1926,PAPUA NEW GUINEA,Unprovoked,M,1926.10.29.R-RokuPoint.pdf
381,1926,PAPUA NEW GUINEA,Unprovoked,M,1926.09.06.R-PortMoresby.pdf
382,1926,SINGAPORE,Unprovoked,F,1926.00.00.b-womanSingapore.pdf
383,1926,SOUTH AFRICA,Unprovoked,M,1926.01.26-Bennett.pdf
384,1926,SOUTH AFRICA,Unprovoked,M,1926.00.00.a-Daniels.pdf
385,1926,SOUTH ATLANTIC OCEAN,Unprovoked,M,1926.04.22-Madison.pdf
386,1926,SPAIN,Unprovoked,M,1926.07.03-Puges.pdf
387,1926,USA,Unprovoked,M,1926.07.12-boat.pdf
388,1926,USA,Unprovoked,F,1926.04.07-Carlsmith.pdf
389,1926,USA,Unprovoked,M,1926.08.24-Burke.pdf
390,1926,USA,Unprovoked,M,1926.07.08-Peixotto_Collier.pdf
391,1926,USA,Unprovoked,M,1926.05.18-Goins.pdf
392,1927,AUSTRALIA,Unprovoked,M,1927.10-12-Severs-horse.pdf
393,1927,AUSTRALIA,Unprovoked,M,1927.05.09.R-Quassa.pdf
394,1927,AUSTRALIA,Unprovoked,M,1927.04.10-NapoleonDoola.pdf
395,1927,AUSTRALIA,Unprovoked,M,1927.04.08-Eseromi.pdf
396,1927,AUSTRALIA,Unprovoked,M,1927.03.01-Pritchard.pdf
397,1927,AUSTRALIA,Unprovoked,M,1927.02.09-Gill.pdf
398,1927,AUSTRALIA,Unprovoked,M,1927.01.03-Allum.pdf
399,1927,AUSTRALIA,Unprovoked,M,1927.00.00.b-Australia.pdf
400,1927,AUSTRALIA,Unprovoked,M,1927.00.00.a-Lahou.pdf
401,1927,FIJI,Unprovoked,M,1927.10.00-Josiah.pdf
402,1927,NEW ZEALAND,Provoked,M,1927.02.00-MenziesBay.pdf
403,1927,NICARAGUA,Provoked,M,1927.02.14-sailor.pdf
404,1927,SOUTH AFRICA,Unprovoked,M,1927.12.28-Heyns.pdf
405,1927,SOUTH AFRICA,Unprovoked,M,1927.01.20-Brown.pdf
406,1927,USA,Unprovoked,M,1927.01.08.R-Taylor.pdf
407,1928,AUSTRALIA,Unprovoked,M,1928.12.21-Rueben.pdf
408,1928,AUSTRALIA,Unprovoked,M,1928.07.11-Poid.pdf
409,1928,AUSTRALIA,Unprovoked,M,1928.04.14.R-BarrowPoint.pdf
410,1928,AUSTRALIA,Unprovoked,M,1928.04.14.a-Steele.pdf
411,1928,AUSTRALIA,Unprovoked,M,1928.04.06-Arthy.pdf
412,1928,AUSTRALIA,Unprovoked,M,1928.04.04-Lane.pdf
413,1928,AUSTRALIA,Unprovoked,M,1928.03.28.R-Bob.pdf
414,1928,AUSTRALIA,Unprovoked,M,1928.02.20-Wanewa.pdf
415,1928,AUSTRALIA,Unprovoked,M,1928.01.27-Envoldt.pdf
416,1928,COSTA RICA,Unprovoked,F,1928.02.00.b-Artavia.pdf
417,1928,COSTA RICA,Unprovoked,M,1928.02.00.a-Chavez.pdf
418,1928,INDIA,Unprovoked,M,1928.11.15.R-Wright.pdf
419,1928,INDIA,Unprovoked,M,1928.05.17-Smiot.pdf
420,1928,ITALY,Provoked,M,1928.07.00-Bagolini.pdf
421,1928,JAMAICA,Unprovoked,M,1928.04.09-Jamaica.pdf
422,1928,PANAMA,Unprovoked,M,1928.11.04-Moreno.pdf
423,1928,SOUTH AFRICA,Unprovoked,F,1928.01.02-Hoskin.pdf
424,1928,SOUTH AFRICA,Unprovoked,M,1928.01.00-Lynch.pdf
425,1928,SOUTH AFRICA,Unprovoked,M,1928.00.00-N'genaZakali.pdf
426,1928,USA,Unprovoked,M,1928.08.24.R-Thumb.pdf
427,1928,USA,Unprovoked,M,1928.01.21.a-Stowaways.pdf
428,1928,USA,Provoked,M,1928.11.18-SeaBright.pdf
429,1928,USA,Unprovoked,M,1928.11.12-Vestris-DeVore.pdf
430,1928,USA,Unprovoked,M,1928.09.00-Loesberg.pdf
431,1928,USA,Unprovoked,M,1928.06.24.R-Stevens.pdf
432,1929,AUSTRALIA,Unprovoked,M,1929.00.00.e.R-Johanssen.pdf
433,1929,AUSTRALIA,Provoked,M,1929.04.11-Manners.pdf
434,1929,AUSTRALIA,Provoked,M,1929.00.00.d-Bowman.pdf
435,1929,AUSTRALIA,Unprovoked,F,1929.12.16-Thom.pdf
436,1929,AUSTRALIA,Unprovoked,M,1929.12.26-Oakley.pdf
437,1929,AUSTRALIA,Unprovoked,M,1929.12.21-ThursdayIsland.pdf
438,1929,AUSTRALIA,Unprovoked,M,1929.12.13-Nago.pdf
439,1929,AUSTRALIA,Unprovoked,M,1929.12.03.R-Unidentified.pdf
440,1929,AUSTRALIA,Unprovoked,M,1929.10.20-Lifu.pdf
441,1929,AUSTRALIA,Unprovoked,M,1929.09.01-Hobbs.pdf
442,1929,AUSTRALIA,Unprovoked,M,1929.05.31-Moira.pdf
443,1929,AUSTRALIA,Unprovoked,M,1929.04.26.R-AliAhMat.pdf
444,1929,AUSTRALIA,Unprovoked,M,1929.04.17.R-Taked.pdf
445,1929,AUSTRALIA,Unprovoked,M,1929.04.09-BaduIsland.pdf
446,1929,AUSTRALIA,Unprovoked,M,1929.04.04-Luffman.pdf
447,1929,AUSTRALIA,Unprovoked,M,1929.03.12-schoolboy.pdf
448,1929,AUSTRALIA,Unprovoked,M,1929.03.04.a-b.Roads-Aldridge.pdf
449,1929,AUSTRALIA,Unprovoked,M,1929.03.04.a-b.Roads-Aldridge.pdf
450,1929,AUSTRALIA,Unprovoked,M,1929.02.18-Butcher.pdf
451,1929,AUSTRALIA,Unprovoked,M,1929.02.08-Gibson.pdf
452,1929,AUSTRALIA,Unprovoked,M,1929.01.27-Weatherall.pdf
453,1929,AUSTRALIA,Unprovoked,M,1929.01.12-Stewart.pdf
454,1929,AUSTRALIA,Unprovoked,M,1929.00.00.b-Luckie.pdf
455,1929,CAPE VERDE,Unprovoked,F,1929.07.17.R-CapeVerde.pdf
456,1929,CUBA,Unprovoked,M,1929.11.21-Yugoago.pdf
457,1929,FIJI,Unprovoked,M,1929.01.05-FijianBoy.pdf
458,1929,MEXICO,Unprovoked,M,1929.07.29-Casanova.pdf
459,1929,NEW ZEALAND,Unprovoked,F,1929.01.14-NewZealand.pdf
460,1929,SPAIN,Unprovoked,M,1929.10.02-Bonet-Valencia.pdf
461,1929,TURKEY,Unprovoked,M,1929.01.06.R-Istanbul.pdf
462,1929,USA,Provoked,M,1929.06.23-Jones.pdf
463,1929,USA,Provoked,M,1929.00.00.c-Jones.pdf
464,1929,USA,Unprovoked,M,1929.08.05-McGhee.pdf
